#tid	superkingdom	kingdom	phylum	class	order	family	genus	species	OULU-49	OULU-296	OULU-341	OULU-372	OULU-479	OULU-560	OULU-638	OULU-644	OULU-685	OULU-785	OULU-13	OULU-74	OULU-169	OULU-301	OULU-331	OULU-360	OULU-393	OULU-402	OULU-444	OULU-461	OULU-488	OULU-494	OULU-545	OULU-794	OULU-29	OULU-102	OULU-228	OULU-232	OULU-255	OULU-314	OULU-335	OULU-386	OULU-390	OULU-481	OULU-486	OULU-500	OULU-516	OULU-648	OULU-701	OULU-68	OULU-226	OULU-277	OULU-308	OULU-342	OULU-408	OULU-497	OULU-574	OULU-583	OULU-647	OULU-115	OULU-139	OULU-152	OULU-171	OULU-183	OULU-661	OULU-703	OULU-709	OULU-722	OULU-833	OULU-835	OULU-847	OULU-848	OULU-869	OULU-870	OULU-878	OULU-884	OULU-888	OULU-895
28129	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167556680906895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28130	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	0	0	0	0	0	0	0	0	0.000178830620542253	0	0.000148400707871377	0	0	0.000155000753303661	0	0	0.000123530499063216	0	0.000349431977784995	0	0	0	0.000746244641641672	0.000193821593213496	0	0	0	0	0	0.000180940508442829	0	0.000158460510242843	0	0	0	0.000459091464501772	0	0	0	0.000109800902563419	0	0	0	0.000504262657464205	0.00016256079004544	0.00019870137898757	0	0	0	0	0	0.00199386190179043	0.000702023173144744	0.000103660542144635	0	0	0.00107961496622885	0	0.000202583944309396	0	0.000342251457991211	0.000213823585821535	0.000211951176329029	0.000170210973606769	0.00024452166519254	0	0	0
28131	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170870692026303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00706738307812926	0	0	0.000117990421225804	0	0	0	0	0	0	0	0.000653883629054142	0	0	0	0	0
28132	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101680673126056	0	0	0	0.000865303844861519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28133	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00862635802172836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28134	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00178930862893807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28135	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133089129426071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28136	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022821187590162	0	0	0	0	0	0	0	0	0	0.00034900232435548	0	0.00339629434070946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28137	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00783650538408615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28139	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	Rikenella microfusus	0	0	0	0	0	0	0	0	0.000175910610409818	0	0.000313661496165337	0	0	0.000259311260252725	0	0.000107450406162535	0.000281911138921001	0	0.000145940826025075	0.000414602218121867	0.000108420521502708	0	0	0.000152961257341535	0	0	0	0	0	0.000308040865594833	0	0.000817182631328073	0	0	0	0.000796382540460304	0.000163930947520877	0	0	0.000166551369052253	0	0	0	0.000527522780045051	0.000524672549908592	0.000315002186115172	0.000113200639583614	0	0	0.000104720697439845	0	0	0.000856873873069907	0.000157250822421801	0	0	0.00171371788310226	0.000274792036208988	0.000231494507198056	0	0.000528132249843384	0.000307545157532292	0.000352161954498848	0	0.000308322099673498	0	0	0
28141	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	0.00183296439911456	0.00371418820835594	0	0	0	0	0	0	0	0.000381721679575391	0	0	0	0	0.000489593231315327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238010975845001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188791047790315	0	0	0	0	0
28151	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia proteamaculans	0.000103280247872595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281920	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014144063931169	0	0	0	0.000100380461750124	0	0.000199393882198887	0	0	0	0	0	0	0	0	0
282402	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216801053653121	0	0	0	0	0	0	0	0	0	0	0	0	0.00156311447050738	0	0.00133999542698148	0.00104728294286507	0	0	0	0	0	0	0	0	0	0	0.000167451121922517	0	0	0.000251821327098394	0	0	0	0.000236821567758779	0	0	0	0.00365021840349446	0	0	0	0	0.000263561212381577	0	0.000314646126160078	0	0.000160030681730704	0	0	0.000176831011473386	0.00182797244849237	0	0	0.000402542153600522
283734	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pseudintermedius	0	0	0	0.000118280340647381	0.00127789371867072	0	0.000310123681168096	0	0.000131830457451687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129170523140619	0	0.000244760687777533	0	0.00025234122637836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28449	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria subflava	0	0	0	0	0	0	0.000291233456941134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185593613507656	0	0	0	0	0	0	0	0	0
287412	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	Sk1virus	Lactococcus virus Sl4	0	0	0	0	0	0	0	0	0	0	0	0.000149780991550164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419722812142841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100930577322902	0	0	0	0
28901	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.00630049512118829	0.000490251083454894	0	0	0	0.000727871921581873	0	0.00110838456654441	0	0.00703160093904414	0	0	0	0	0.00448710961492346	0	0	0	0	0	0	0.00016789117691715	0	0	0.0088142736222533	0.000132830528665504	0	0.000766532353254324	0	0	0	0.00134506433110715	0	0	0	0	0.00249177440245604	0.00200641822631473	0.000127510502391379	0.000490064028326312	0	0	0	0	0	0.000929976454036591	0	0.0003970426284222	0	0.00016390109158127	0	0	0	0	0	0	0	0	0.000116722272582648	0	0	0	0.000446332477145249	0	0	0.00177606284016812	0	0
290052	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	Acetivibrio ethanolgignens	0	0	0	0	0	0	0	0	0	0	0.000317911516437934	0.000493833269176242	0.000429342060841892	0.0001947309463924	0.000231501527910084	0.0001329605025907	0.000253291023295734	0.000167331014025945	0.000278561576658524	0.000278161488163962	0.000322411550799559	0.000497023484134624	0.00049055305123998	0.000254282090198781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291332394752285	0.000436752926244606	0.000380792101972403	0.000347811812099541	0.000943474972113104	0.000588612860658503	0.000347452411319735	0.000380202148142137	0.000403812673239897	0.000672143985813836	0	0	0.000113151810428967	0.00494390234643861	0.000385532016332445	0	0	0	0.000149121104987388	0.00033778657670465	0.000500709593595813	0	0.00214603598902354	0.000202731125157745	0.000328051876456733	0	0.000144591859451313	0.000155831478840734	0.000130110696092224
290053	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes	0	0	0	0	0	0	0	0	0.000118100409808422	0	0.000214841024791688	0	0.000102260490850356	0	0	0.000248030937556944	0.0002573310396174	0	0	0	0.000539252593804976	0	0	0.000123941018795175	0.000247920664427381	0	0	0	0.000113200458461857	0	0	0	0	0	0	0.000292470932982276	0.000158150914112283	0	0	0.000132471088912351	0	0	0	0	0.000633113076929554	0.000254261764576646	0.000203061147295482	0	0	0	0	0	0.000211010953769511	0.000158480828854735	0.00142579509008847	0	0.000566992608165998	0.000482793577500409	0	0	0.00233012992635349	0.000256554302415652	0.000388432155798465	0.000231891326418387	0.000208021416625847	0	0	0.000455832438703547
290054	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	0	0	0	0	0	0	0	0	0	0	0.000543002590122355	0.00123270816052802	0	0.000207901010398911	0	0	0.000383141547891854	0	0	0.000109550586095636	0	0.000853535983287243	0.000846855267439765	0.000263722167796219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140991158947326	0	0.000316911749352857	0.000564672941946028	0.000508932682075235	0	0.000239361661169928	0	0.000597463955211384	0	0	0	0	0	0	0	0	0	0	0.000121812371686877	0	0.000110830472137811	0	0	0	0.000102120695441936	0.000221992854828113	0	0
290309	Bacteria	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas granuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520661395372539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291644	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	0	0	0	0	0	0	0	0	0.000312601084725764	0	0.000704133358716121	0	0.000380651827128771	0.000602152926463223	0	0.00271597026636761	0.000805303253425144	0	0.000210241189965135	0	0.000969114661441521	0.000217411524054784	0.000183041138515882	0.000525024315699875	0.000195700524477406	0	0.00079736228045612	0	0.00151037611702327	0.00207377582731008	0	0.000126050405882307	0	0.000111250293700775	0	0.00127313406129766	0.000221031277560784	0.00170034697142258	0	0.000298972457553601	0.000193311295185678	0	0.00045017234539792	0.000900744746924817	0.000747513632916256	0.000316142194026827	0.00064781366014718	0.000214321418807793	0	0.000324362160251987	0.00244920819761691	0	0.0109425094601428	0.000646563381526486	0.00465938663401029	0	0.00546487513842564	0.00188830399233258	0.00281672484163268	0	0.000404221721984536	0.0113086896467254	0.00449780496281755	0.000164230939400973	0.00359108445528514	0	0.000444194215403104	0.00157445842335257
291645	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	0	0	0	0	0	0	0	0	0.000270310937978955	0	0.00120106572908353	0.000239601586162501	0.000168540808995883	0.000674063275947521	0	0.000779412946180937	0.000621442510627743	0	0	0	0.00215169034963058	0.000637404468205322	0.000196051219438585	0.000870007151458785	0.00146612392921213	0	0.00048552138859117	0	0.0029078417767592	0.00373303048981568	0	0.000475631531533531	0	0	0	0.000515621644833047	0.00213065231517038	0	0	0.000869967151129981	0.000207241388517303	0	0.000599463123202872	0.000588113099356034	0.000808403928843094	0.00628660362902918	0.000190751077743589	0.000225651493812889	0	0.000953486350219091	0.000129040958774324	0	0.0130030387737353	0.00262260371621744	0.00962293435387566	0	0.000699183216242795	0	0	0	0.00146208622848733	0.0109054728847803	0.00822433564506284	0.000259081481946077	0.00159625087046843	0	0.000916548698047144	0.000736793941847589
292800	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	NA	Flavonifractor	Flavonifractor plautii	0	0	0	0	0	0	0	0	0	0	0.00132903633950334	0.000230561526317304	0.000155400745923581	0.00462095245782895	0.011685377123489	0.000845083194414475	0.000887113583938879	0.000643093897149017	0.0115810955490008	0.00054784293095968	0.000630583033104389	0.000517143625176812	0.00297392849783526	0.00182713501904986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000781316422420991	0.000932476247590859	0.000149520825354956	0.00101483528729185	0.000186570983229082	0.000745183621592401	0.000113870790263284	0.00353094994986722	0.00108120715759138	0.0025310650092155	0.00114703763927068	0.00653230853505242	0.046558414934639	0.00249005125503168	0.00196895029761006	0.000318891138441365	0.0027660526379817	0.000486362237266292	0.00369117735162418	0.00525837238051027	0.0226473439231096	0.00335950431148837	0.0085274130047161	0.00480249665385643	0.034297936184195	0.00516745519036984	0.00538461924620351	0.0041327792200748	0.00452962423348965
29347	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens	0	0	0	0	0	0	0	0	0	0	0.000959444576550631	0.00046479307693017	0.00022223106670912	0.000352161711505918	0.000138700915426042	0	0.000178780722274118	0.000385662337113763	0.000525172972479025	0.000801494287994441	0.000356821716312455	0.000452633172958542	0.00052105324095116	0.000845306948423116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394393241912448	0.000392362628829613	0.000339031871455931	0.000477852489611471	0.000174550919883348	0.000590892871739356	0.000199451384192606	0.00467963643994589	0.00114058755068959	0.00172939025528421	0.000109150726943841	0	0.000132942127074033	0	0.000155890815308964	0	0	0	0	0.000266895196449476	0.00052508006053396	0	0	0	0	0	0	0.000120791146307978	0
29348	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] spiroforme	0	0	0	0	0	0	0	0	0	0	0.00113965543615643	0	0.0126671108021319	0.00068882334768147	0	0	0.000972003926895865	0.00205998248349385	0.0010487259357888	0.0302353017588644	0	0.000273541917528842	0.00493439069191011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241502985154538	0.00458987075213404	0.00188396039946141	0.00312846629930942	0	0.00601435922978585	0.00746922183639954	0.0144281415189996	0	0.00421875501721725	0.000241191606336098	0.000239781781578638	0	0	0.000587463072431869	0	0	0	0	0	0.00225451319647285	0	0	0	0.000168170961937902	0	0	0	0
29357	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium collagenovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121600492481995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29359	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412302498553142	0	0	0	0.000326352287729537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29361	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	0	0	0	0	0	0	0	0	0	0	0.00414116975337973	0.00505818348517468	0.00357089714030628	0.00169131821980655	0.000807705330855184	0.000818213092845491	0.00136761552516672	0.00375917278058705	0.00289407638047232	0.00575290077801916	0.00215423036184804	0.00660938633179818	0.0034866616870357	0.00195072603496801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156245284336237	0.00529353546668762	0.00198419095273406	0.00264416377609327	0.00343554810533852	0.00576977804112128	0.00848106885861788	0.00755949271113382	0.00255907694108935	0.0218447095391276	0.000407602714634079	0.00164732223960424	0.0187855905694491	0.000286011292771044	0.00834427364055114	0.000182540651670127	0.00145880776111169	0	0.00133743991042974	0.0110373648974946	0.0406309484889731	0.00270741153357313	0.000804573492697474	0.0010095956032556	0.00108389619988626	0.000276731884544133	0.000883961367743189	0.000932098845618045	0.000564903022231169
29363	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0.00100893667916082	0	0	0	0	0	0	0	0.000284941524437156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000306601692441343	0	0	0	0	0.000139580788631456	0	0	0.000136910911826673	0	0	0	0	0	0	0	0	0.000379347385893605	0	0	0	0	0	0	0	0	0
29365	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya	Hathewaya proteolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100490282377693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29372	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium thermobutyricum	0	0	0	0	0	0	0	0	0	0	0	0.000126300836111535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29379	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus auricularis	0	0	0	0	0.000347741011926345	0	0.000191932278236143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29382	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus cohnii	0	0	0	0.000545951572340529	0.00171610499386553	0	0.000303273599857631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29385	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	0	0	0	0.00023627068045956	0.00175237509941154	0	0.000124231474627604	0	0.000301771047145534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150510609567969	0	0	0	0.00014054068302772	0	0.000167660687408818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29388	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	0	0	0	0.000668341924824744	0.00448432304938007	0	0.00332151942643559	0.000165200680626804	0.000861072987923268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107584435716965	0	0.000256960722059629	0	0.00167764815337003	0	0.000332281362353586	0.00362473156289369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000882023757421207	0	0	0	0	0	0	0
29466	Bacteria	NA	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0	0	0	0	0	0	0.000128901530061162	0	0	0	0	0.000513563399789707	0	0	0	0.000429231622495533	0.00103968420032417	0	0.0012454170490605	0	0.000137410660945279	0	0	0	0	0	0	0	0	0	0	0	0.0414085012453161	0	0	0	0	0	0	0.000326142680892836	0.000615434123408627	0.000171510946740426	0.000256251335069456	0	0	0	0	0.000332592201760376	0.00147859876809069	0	0.00140824046322664	0.0164895438327013	0	0.0036084688722922	0.00422305507630663	0.00502367560054668	0.000481372214312186	0.00173171283199209	0.0301727274630038	0.0533047213184605	0.00642066735204292	0.00612150265759958	0.00577694206202845	0.00421379410290227	0	0.00498146406162783	0.0714796883422424	0.000605043236981318
29471	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	0.000207010496825192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29485	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia rohdei	0	0	0	0	0	0	0	0	0	0.000230791015480468	0	0	0	0	0.000364482405583877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29495	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio navarrensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526573043592192	0	0	0	0	0	0	0	0	0.000195891359486035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29524	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas circumdentaria	0	0	0	0	0	0	0	0	0.00066607231127092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127900621597021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29546	Bacteria	NA	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141290686672737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301301	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	0	0	0	0	0	0	0	0	0	0	0.0032522855134019	0.00476013151207061	0.00286735376329807	0.00364823773043537	0.00352825328647169	0.00138506523554659	0.00327534323238666	0.00285946732837201	0.0027529755818418	0.00172688923885743	0.00395614902907683	0.00899835307845508	0.00410606553972766	0.00376686096359712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497707091152289	0.0100285571913332	0.00282463559198847	0.00367108912637435	0.00914557819719711	0.00745824624707676	0.00290248014321219	0.00151689857047692	0.00429362842382017	0.00314150862914617	0.000746334970590903	0.00136651015317044	0.000795002720043522	0.000481972178514248	0.00366057914482893	0.00051938185419322	0.00110156096270512	0	0.00133571989768444	0.000978429050013607	0.00425882159902184	0.000544852321070888	0.00235702952738518	0.00176863981595098	0.00390458233421095	0.0005778939354577	0.00209561694963397	0.00182138728496533	0.0010202554583667
301302	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	0	0	0	0	0	0	0	0	0	0	0.00288439375855823	0.0146190467780897	0.00407722957070194	0.00115225559996222	0.00045707301668191	0.0124993572475704	0.0018380274256308	0.00251641524947641	0.00837055737735476	0.00107054572741964	0.0415519798650231	0.00300595107171701	0.0177493904012083	0.0012639503896722	0	0	0	0	0	0	0	0	0	0	0	0	0.000133250770189452	0	0	0.00330325715277379	0.00903064050529138	0.00921383086034636	0.0387764620253672	0.00589613107261076	0.00407510980503365	0.00264917838529799	0.00145756823526053	0.0165676996781719	0.0506893305877304	0.000406232705509818	0.0173819891481794	0.0600596709547353	0.000705413188467613	0.227137627929794	0.000355511269175232	0.00339793466269663	0.0010962550427732	0.00466805459028451	0.000898467493162095	0.0218761691474009	0.0433312045909316	0.148819845708813	0.0544457921741466	0.00242392386484451	0.000298392032049738	0.0130146473683652	0.00233696217777107	0.00975989221542336
305719	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella baroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00288041180968842	0	0	0	0	0	0.00142989753556001	0	0	0.000315181780777062	0.000139600924158118	0	0	0.00437852253242242	0.000355805692891087	0	0	0	0	0	0	0	0	0	0.000873764653033233	0	0.000123760707911249	0	0	0	0
308354	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus simiae	0	0	0	0	0.000119370347367711	0	0	0	0.000775052689432832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
